rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,comments,kudos,bookmarks,hits,persephone_agency,hades_agency,agency_diff,hades_power,persephone_power,power_diff
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter (Hellenistic Religion & Lore)']",['Flash Fic'],English,2019-02-13,Completed,2019-02-13,300,9.0,152.0,15.0,1727,,,,,,
Mature,['F/M'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Demeter/Zeus']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter (Hellenistic Religion & Lore)', 'Zeus | Zeus (Hellenistic Religion & Lore)', 'Helios (Hellenistic Religion & Lore)']","['Origin Myths', 'Legends', 'Ancient Greece', 'Dark Fantasy', 'Prose Poem']",English,2019-02-13,Completed,2019-02-13,834,,7.0,,601,-0.16666666666666666,-0.25,-0.08333333333333334,0.0,-0.3333333333333333,0.3333333333333333
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter (Hellenistic Religion & Lore)']","['Mythology - Freeform', 'Rituals']",English,2019-02-08,Completed,2019-02-08,556,6.0,31.0,2.0,813,,,,,,
Not Rated,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Hades/Persephone (Hellenistic Religion & Lore)'],[''],"['Modern AU', 'Tarot', 'Age Difference', 'Implied/Referenced Alcohol Abuse/Alcoholism', 'Chocolate Box Treat']",English,2019-02-08,Completed,2019-02-08,1256,9.0,43.0,7.0,664,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Genderswap', 'Alternate Universe - Gender Changes', 'Ancient Greece', 'Married Couple', 'Gods', 'Summer', 'Romance', 'Age Difference', 'Older Woman/Younger Man']",English,2019-02-06,Completed,2019-02-06,582,2.0,77.0,10.0,2279,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']",['Fanart'],English,2019-02-04,Completed,2019-02-04,0,21.0,59.0,9.0,1413,,,,,,
General Audiences,"['F/M', 'Gen']","['Greek and Roman Mythology', ""jeonjijeog dogja sijeom | Omniscient Reader's Viewpoint (Novel)""]",['Ades | Hades/Persephone | Persephone'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Queen of Darkest Spring | Persephone', 'Ades | Hades (Hellenistic Religion & Lore)', 'Affluent Father of Night | Hades']",['Character Study'],English,2019-02-01,Completed,2019-02-01,926,8.0,162.0,16.0,1278,0.0,,,,-0.2,
General Audiences,[''],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Drabble', 'Short']",English,2019-01-19,Completed,2019-01-19,483,2.0,98.0,5.0,1095,0.16,,,,-0.24,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Deliberate Badfic', 'Deliberate Badart']",English,2019-01-13,Completed,2019-01-13,0,12.0,22.0,,1969,,,,,,
Not Rated,[''],"['Greek and Roman Mythology', 'Hadestown - Mitchell', 'Ancient Greek Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],[''],"['Alternate Universe - Modern Setting', 'Activist!Persephone', 'Banker!Hades']",English,2019-01-10,Completed,2019-01-10,551,2.0,40.0,3.0,731,,0.25,,0.0,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']","['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Hades/Persephone']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","[""it's literally just modern au fluff"", 'But also', 'hozier!hades', 'hades the velvety baritone playing melancholy acoustic guitar is now a thing', 'this was sitting unfinished for like 2 months so just TAKE IT']",English,2019-01-07,Completed,2019-01-07,778,12.0,103.0,12.0,837,,,,,,
General Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']",['Established Relationship'],English,2018-12-29,Completed,2018-12-29,132,4.0,71.0,2.0,1137,1.0,,,,1.0,
General Audiences,[''],"['Original Work', 'Greek and Roman Mythology']","['do i really want to tag this as hades/persephone?????', 'Demeter & Persephone']","['Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Dionysus']","['what is life', 'Marriage', 'Summer', 'Hot Weather', 'Greek and Roman Mythology - Freeform', 'Spring', 'Winter']",English,2018-12-28,Completed,2018-12-28,284,,4.0,,169,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
General Audiences,['F/M'],"['Original Work', 'Greek and Roman Mythology']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Hades', 'Persephone', 'Demeter', 'Hestia', 'Zeus']","['Help', 'um', 'this is my first work so', 'give feedback', 'i guess', 'How Do I Tag', 'Greek Mythology - Freeform', ""well that's what it's inspired by"", 'I ship them', 'A lot - Freeform', ""also it's real short"", ""there's fruit"", 'and a functional relationship', ""that's rare"", 'Demeter is Overprotective']",English,2018-12-19,Completed,2018-12-19,1146,4.0,39.0,4.0,1413,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],"['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Hades/Persephone', 'Hades/Reader']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Hades', 'Persephone']","['Short One Shot', 'Feelings', 'Cute', 'Crushes', 'Flower Crowns', 'Flustered Hades', 'Reincarnation']",English,2018-12-17,Completed,2018-12-17,638,21.0,347.0,18.0,4745,,0.4782608695652174,,-0.17391304347826086,,
General Audiences,"['F/M', 'Gen']","['Hadestown - Mitchell', 'Greek and Roman Mythology']","['Hades/Persephone (Hadestown)', 'Eurydice & Hades (Hadestown)', 'Eurydice/Orpheus (Hadestown)']","['Eurydice (Hadestown)', 'Hades (Hadestown)', 'Persephone (Hadestown)', 'Orpheus (Hadestown)']",['Post-Canon'],English,2018-12-15,Completed,2018-12-15,1743,5.0,78.0,6.0,1056,0.0,,,,0.0,
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Pegging', 'Kink Meme']",English,2018-12-12,Completed,2018-12-12,540,3.0,88.0,6.0,1421,0.5,,,,0.08333333333333333,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone', 'Demeter (mentioned)']","['Fluff', 'Established Romance', 'ridiculously adorable']",English,2018-12-04,Completed,2018-12-04,1325,1.0,86.0,6.0,1123,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],"['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Hades/Persephone']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Romance', 'Mentions of other Gods - Freeform', 'Greek Mythology - Freeform']",English,2018-11-15,Completed,2018-11-15,884,8.0,78.0,10.0,1415,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Star Gazing', 'Winter', 'Alternate Universe - Modern Setting', 'high school football fields', 'our fave dumb couple just being in love', 'Romance']",English,2018-11-04,Completed,2018-11-04,667,10.0,65.0,3.0,1066,,0.36363636363636365,,-0.2727272727272727,,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Greek and Roman Mythology - Freeform', 'Greek Mythology - Freeform', 'Underworld', 'Podfic', 'Podfic Length: 0-10 Minutes']",English,2018-10-30,Completed,2018-10-30,18,1.0,13.0,1.0,983,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],[''],[''],English,2018-10-23,Completed,2018-10-23,1010,10.0,113.0,11.0,1242,,,,,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Original Work']",['Hades/Persephone'],"['Hades', 'Persephone', 'Demeter', 'Zeus', 'Keroberos | Cerberus']","['Married Couple', 'Falling In Love', 'Healthy Relationships', 'No beta we die like geek dogs', 'Hades is a mess', 'A very cute mess', 'Persephone has No Chill']",English,2018-10-16,Completed,2018-10-21,1829,19.0,1525.0,270.0,26471,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone | Persephone (Hellenistic Religion & Lore)']",[''],English,2018-10-01,Completed,2018-10-01,608,2.0,69.0,5.0,585,0.29411764705882354,0.375,0.08088235294117646,-0.125,-0.029411764705882353,-0.09558823529411764
Not Rated,['F/M'],['Greek Mythology'],['Hades/Persephone'],[''],[''],English,2018-09-24,Completed,2018-09-24,976,1.0,47.0,5.0,886,,0.4,,-0.4,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Ades | Hades (Hellenistic Religion & Lore)/Other(s)', 'Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Hel | Hela/Persephone | Persephone (Hellenistic Religion & Lore)']","['Hades', 'Persephone']","['Short & Sweet', 'Singing', 'Unrequited Love', 'True Love', 'Bathing/Washing', 'Swimming', 'Making love under waterfall']",English,2018-09-22,Completed,2018-09-22,1387,5.0,95.0,8.0,2254,0.09615384615384616,0.0,-0.09615384615384616,-1.0,-0.3269230769230769,-0.6730769230769231
Not Rated,['M/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']","['what if Perse was a trans male?', 'this came from discord chats', 'FTM', 'and its all love', 'demeter is a bitch']",English,2018-09-12,Completed,2018-09-12,923,1.0,46.0,2.0,446,,0.3333333333333333,,-0.1111111111111111,,
Mature,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Zeus | Zeus (Hellenistic Religion & Lore)', 'Demeter (Hellenistic Religion & Lore)', 'Others to be added - Character']","['Alternate Universe - Modern Setting', 'Love at First Sight', 'First Meeting']",English,2018-08-06,Completed,2018-08-06,740,18.0,112.0,5.0,966,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],"['Typhon/Echidna (mentioned)', 'Hades/Persephone']","['Typhon (mentioned)', 'Zeus (mentioned)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Cerberus', 'Caucasian Eagle', 'Prometheus', 'Scylla', 'Charybdis', 'The Sphinx']","['Zeus is a DICK', ""I'm so glad this was already a tag thank you ao3"", 'The Typhonomachy', ""I'm just tagging that because it's a cool word"", 'and not because I expect it to be usefully used as a tag', ""anyway I love this big monster family and they're mine now""]",English,2018-07-28,Completed,2018-07-28,873,11.0,41.0,5.0,530,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']",['Drabble'],English,2018-07-01,Completed,2018-07-01,100,2.0,49.0,2.0,763,,,,,,
General Audiences,['Multi'],"['Marvel Cinematic Universe', 'Thor (Movies)', 'Greek and Roman Mythology']",['Loki/Hades/Persephone'],"['Loki (Marvel)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Makaria | Macaria']","['Community: norsekink', 'Threesome - F/M/M', 'References to Norse Religion & Lore']",English,2018-06-28,Completed,2018-06-28,889,,58.0,10.0,588,0.0,0.42857142857142855,0.42857142857142855,-0.07142857142857142,0.0,-0.07142857142857142
Mature,['F/F'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Genderswap', 'Genderswapped Hades']",English,2018-05-10,Completed,2018-05-10,1066,24.0,119.0,15.0,1912,,,,,,
Explicit,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],['Persephone | Persephone (Hellenistic Religion & Lore)'],"['Erotic Poetry', 'Innuendo', 'Free Verse', 'Established Relationship']",English,2018-04-28,Completed,2018-04-28,250,9.0,62.0,6.0,1661,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Peirithoos | Pirithoos | Pirithous (Hellenistic Religion & Lore)']","['Greek Mythology - Freeform', 'Alternate Universe', 'Married Couple', 'Underworld', 'Alternate Universe - Gender Changes', 'Gender or Sex Swap', 'Older Woman/Younger Man', 'Queen - Freeform', 'consort', 'Summer', 'Seasons', 'Ancient Greece', 'Plot Twists']",English,2018-04-25,Completed,2018-04-25,1315,8.0,111.0,18.0,2750,,,,,,
General Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Arakhne | Arachne (Hellenistic Religion & Lore)', 'Athena | Athena (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Artemis | Artemis | Diana (Greek & Roman Mythology)', 'Artemis | Artemis (Hellenistic Religion & Lore)', 'Arteme | Artemis (Hellenistic Religion & Lore)', 'Aphrodite | Aphrodite (Hellenistic Religion & Lore)', 'Ere | Hera (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Estia | Hestia (Hellenistic Religion & Lore)']","['Poetry', 'Modern Era', 'Alternate Universe - Modern Setting', 'Original Fiction']",English,2018-04-06,Completed,2018-04-06,1805,2.0,15.0,1.0,232,,0.0,,1.0,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Community: fffc', 'Community: faerie_wish13', 'Froday Flash Fiction Challenge', 'Special Challenge #45: March Special Bingo', 'Spring', 'Coffee Shops', 'Modern Era', 'Humor']",English,2018-03-23,Completed,2018-03-23,795,4.0,192.0,21.0,2074,,,,,,
Mature,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Pomegranates', 'Comfort Food', 'Tea', 'Intimacy', 'Alternate Universe - Modern Setting', 'Alternate Universe - Mortal', 'POV Third Person Omniscient', 'Established Relationship']",English,2018-03-22,Completed,2018-03-22,484,4.0,128.0,17.0,2576,,-1.0,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Mention of abuse', 'Alternate Universe - Modern Setting', 'Unhealthy Relationships', 'Vague', 'and wannabe poetic']",English,2018-03-02,Completed,2018-03-02,331,1.0,23.0,1.0,662,,,,,,
Explicit,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Poetry', 'Erotic Poetry', 'attempt at poetry', ""Hades Stealing Apollo's Thunder"", 'Free Verse']",English,2018-02-16,Completed,2018-02-16,261,7.0,50.0,7.0,1270,,,,,,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Natasha Pierre and the Great Comet of 1812 - Malloy', 'Voyna i mir | War and Peace - Leo Tolstoy', 'Greek and Roman Mythology']","['Pyotr Bezukhov/Elena Kuragina', 'Hades/Persephone (Hadestown)']","['Pyotr ""Pierre"" Kirillovich Bezukhov', 'Elena ""Helene"" Vasilyevna Kuragina', 'Persephone (Hadestown)', 'Hades (Hadestown)']","['Anatole Kuragin (mentioned) - Freeform', 'Orpheus and Eurydice Myth', 'Unhappy marriage', 'Character Study']",English,2018-02-12,Completed,2018-02-12,1838,2.0,19.0,1.0,372,,0.125,,-0.125,,
General Audiences,['Gen'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Artemis | Artemis | Diana (Greek & Roman Mythology)']","['Alternate Universe - Superheroes/Superpowers', 'Meet-Cute']",English,2018-02-10,Completed,2018-02-10,925,39.0,480.0,54.0,3246,,,,,,
General Audiences,['F/M'],"['Marvel Cinematic Universe', 'Greek and Roman Mythology']",['Hades/Persephone'],"['Hades', 'Sarah Rogers', 'Steve Rogers (mentioned)']","['Deal with a Devil', 'Magic', ""Hades isn't Evil"", 'Awesome Sarah Rogers']",English,2018-02-07,Completed,2018-02-07,1076,14.0,44.0,7.0,462,,0.2727272727272727,,0.0,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Ficlet', 'Short']",English,2018-01-31,Completed,2018-01-31,374,6.0,132.0,8.0,1603,,,,,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']","['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Dionysus - Relationship']","['Persephone | Persephone (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Dionusos | Dionysus (Hellenistic Religion & Lore)']",['Character Study'],English,2018-01-04,Completed,2018-01-04,1086,,13.0,,329,0.22727272727272727,,,,-0.09090909090909091,
